visited_datehours,candidates,hash_uid,test_pid,visited_pids
"['2017-12-27 18', '2017-12-27 18', '2017-12-27 18', '2017-12-27 19', '2017-12-28 08', '2017-12-28 08', '2017-12-28 08', '2017-12-28 08', '2017-12-28 18', '2017-12-28 18', '2017-12-29 08', '2017-12-29 12', '2017-12-29 15', '2017-12-29 16', '2017-12-29 16', '2017-12-29 16', '2017-12-29 16', '2017-12-29 16', '2017-12-29 16', '2017-12-29 16', '2017-12-29 17', '2017-12-29 17', '2017-12-30 15', '2017-12-30 15', '2018-01-01 19', '2018-01-02 14', '2018-01-02 18', '2018-01-02 18', '2018-01-03 08', '2018-01-03 12', '2018-01-03 13', '2018-01-03 18', '2018-01-03 18', '2018-01-03 18', '2018-01-03 18', '2018-01-03 19', '2018-01-03 19', '2018-01-03 19', '2018-01-03 19', '2018-01-03 19', '2018-01-03 19', '2018-01-04 08', '2018-01-04 18', '2018-01-04 19', '2018-01-04 19', '2018-01-05 08', '2018-01-05 12', '2018-01-05 12', '2018-01-05 12', '2018-01-05 12']","[1070, 13234, 44118, 35564, 13592, 13922, 3229, 21661, 48932, 2426, 52741, 5982, 47250, 1060, 53038, 2909, 53535, 3606, 4945, 46952, 27800, 6926, 23623, 28649, 18405, 49260, 3343, 14790, 27076, 4644]",THASDuHa5g0r90fnBymF/Y3fgIgpesG75sGGfTVl+Hs=,35062.0,"[52544, 52543, 52550, 52540, 41966, 30952, 49297, 30954, 32931, 32930, 17469, 52408, 39575, 34769, 52408, 34720, 34935, 34793, 35012, 34942, 15393, 49631, 42554, 42553, 4574, 43956, 26014, 51792, 30952, 25456, 25456, 52550, 52545, 52540, 52544, 42553, 52542, 52550, 22060, 42554, 52534, 30956, 30944, 42554, 42553, 1702, 31053, 34839, 34773, 52408]"
"['2017-12-22 18', '2017-12-22 18', '2017-12-24 11', '2017-12-26 08', '2017-12-26 08', '2017-12-26 08', '2017-12-26 18', '2017-12-26 18', '2017-12-26 18', '2017-12-26 18', '2017-12-27 08', '2017-12-27 11', '2017-12-27 12', '2017-12-27 12', '2017-12-27 13', '2017-12-27 15', '2017-12-27 15', '2017-12-27 15', '2017-12-27 16', '2017-12-27 16', '2017-12-27 16', '2017-12-27 16', '2017-12-27 16', '2017-12-29 10', '2018-01-01 16', '2018-01-02 13', '2018-01-02 13', '2018-01-02 13', '2018-01-02 13', '2018-01-02 15', '2018-01-02 15', '2018-01-02 23', '2018-01-02 23', '2018-01-02 23', '2018-01-02 23', '2018-01-02 23', '2018-01-03 08', '2018-01-03 08', '2018-01-03 08', '2018-01-03 23', '2018-01-03 23', '2018-01-03 23', '2018-01-03 23', '2018-01-03 23', '2018-01-03 23', '2018-01-04 08', '2018-01-04 08', '2018-01-04 23', '2018-01-04 23', '2018-01-04 23']","[38433, 31852, 40258, 11906, 33577, 37514, 4571, 24181, 18535, 8872, 23139, 7467.0, 33880, 29779, 26253, 49611, 24059, 5744, 19842, 35749, 40079, 39860.0, 16880, 32217, 29700, 32518, 14800, 49685, 27245, 51713]",RPZppm7vJjiQXPSWunfDzTmKk2TUlwzNAmGsLyZahKk=,24327.0,"[24335, 24334, 41994, 27831, 34286, 24268, 24356, 24178, 24342, 24335, 24333, 27859, 35062.0, 34914, 20847, 20847, 34941, 27953, 24179, 24335, 24358, 24330, 24329, 51181, 42003, 28644, 28614, 28680, 28480, 21282, 28460, 24334, 24335, 27860, 24342, 27836, 27977.0, 24333, 24088, 3985, 24272, 24193, 24335, 28072, 27860, 27977.0, 24047, 24161, 24357, 27860]"
"['2017-12-02 10', '2017-12-02 10', '2017-12-03 12', '2017-12-03 17', '2017-12-05 12', '2017-12-05 13', '2017-12-06 08', '2017-12-07 08', '2017-12-07 09', '2017-12-08 09', '2017-12-09 09', '2017-12-09 10', '2017-12-09 19', '2017-12-10 13', '2017-12-10 13', '2017-12-10 14', '2017-12-10 16', '2017-12-11 08', '2017-12-11 09', '2017-12-11 20', '2017-12-12 22', '2017-12-13 09', '2017-12-14 08', '2017-12-14 09', '2017-12-16 13', '2017-12-16 13', '2017-12-16 17', '2017-12-16 19', '2017-12-16 20', '2017-12-18 20', '2017-12-19 08', '2017-12-19 22', '2017-12-20 07', '2017-12-20 08', '2017-12-20 19', '2017-12-21 08', '2017-12-22 08', '2017-12-23 10', '2017-12-24 10', '2017-12-24 18', '2017-12-26 23', '2017-12-27 08', '2017-12-28 08', '2017-12-28 08', '2017-12-28 19', '2017-12-29 08', '2017-12-29 18', '2017-12-30 10', '2017-12-30 14', '2017-12-31 11']","[1766, 42570, 20429, 6137, 50182, 42803, 35168, 6962, 13216, 27548, 5927, 1584, 40900, 41656, 30454, 47112, 16900, 46694, 27327, 34316, 38066, 31180, 23469, 4067, 3918, 23507, 38350, 19570, 29950, 42569]",qxXcEkoGGgf7QIzlY1P84Mr5DO7R2GjKk6X4ZQN/5MU=,42513.0,"[15377, 28644, 24185, 38371, 28650, 51158, 48767, 42131, 35564, 29520, 28644, 15377, 28678, 42131, 31004, 34802, 31054, 42131, 35565, 28619, 28619, 35564, 42131, 35565, 31005, 35110, 23452, 27953, 11845, 28505, 48767, 28619, 4349, 28650, 28619, 28650, 4349, 12029, 28644, 28596, 28619, 48767, 28650, 42131, 48767, 48767, 37463, 28614, 32884, 11839]"
"['2017-12-28 10', '2017-12-28 11', '2017-12-28 12', '2017-12-28 13', '2017-12-28 18', '2017-12-28 19', '2017-12-28 19', '2017-12-28 19', '2017-12-29 08', '2017-12-29 08', '2017-12-29 08', '2017-12-29 08', '2017-12-29 13', '2017-12-29 14', '2017-12-29 14', '2017-12-29 14', '2017-12-29 14', '2017-12-29 14', '2017-12-29 14', '2017-12-29 14', '2017-12-29 14', '2017-12-29 14', '2017-12-29 14', '2017-12-29 14', '2017-12-29 15', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 18', '2017-12-29 19', '2017-12-29 19', '2017-12-29 19', '2018-01-02 15', '2018-01-02 16', '2018-01-02 17', '2018-01-02 18', '2018-01-02 18', '2018-01-02 18', '2018-01-02 19', '2018-01-02 19', '2018-01-03 08', '2018-01-03 12', '2018-01-03 13', '2018-01-03 18', '2018-01-03 18', '2018-01-03 19', '2018-01-04 08']","[18471, 5384, 19228, 44520, 32199, 4045, 8314, 41123, 50195, 2604, 2594, 29894, 24363, 19082, 32545, 11887, 9914, 30649, 5159.0, 52846, 1160, 14519.0, 444, 30847, 34577, 42673, 5994, 32655, 38199, 30940]",L07eQihKr7H+B5I3tp5/9GOcHMYy7QkpNhBez4ADrPo=,27917.0,"[45887, 45921, 45887, 30769, 27963, 28629, 28490, 28491, 28491, 28542, 28445, 28563, 49777, 27962, 27922, 28000, 29815, 27918, 30031, 28110, 30032, 30038, 29807, 29806, 42378, 18516, 18495, 18492, 18597, 18551, 18605, 18492, 18553, 18488, 18559, 49777, 53142, 53142, 27924, 28654, 28000, 28632, 38771, 28445, 2021, 50936, 27924, 28171, 28629, 28104]"
"['2017-12-21 19', '2017-12-21 19', '2017-12-21 19', '2017-12-21 19', '2017-12-21 23', '2017-12-21 23', '2017-12-22 11', '2017-12-22 16', '2017-12-22 16', '2017-12-22 16', '2017-12-22 16', '2017-12-22 17', '2017-12-22 18', '2017-12-22 20', '2017-12-22 20', '2017-12-22 20', '2017-12-23 08', '2017-12-23 08', '2017-12-23 08', '2017-12-23 08', '2017-12-23 08', '2017-12-29 13', '2017-12-29 13', '2017-12-30 11', '2017-12-30 11', '2017-12-30 15', '2017-12-30 16', '2017-12-30 17', '2017-12-30 17', '2017-12-30 17', '2017-12-30 17', '2017-12-30 18', '2017-12-31 11', '2017-12-31 14', '2017-12-31 14', '2017-12-31 14', '2017-12-31 15', '2017-12-31 17', '2018-01-01 15', '2018-01-01 16', '2018-01-01 16', '2018-01-01 16', '2018-01-04 21', '2018-01-04 21', '2018-01-05 14', '2018-01-05 14', '2018-01-05 14', '2018-01-05 14', '2018-01-05 14', '2018-01-05 16']","[12499, 31688, 13529, 48771, 12562, 5163, 29373, 12800, 151, 34223, 6869, 8098, 18464, 16947, 45473, 27403, 4731, 31040, 23183, 7997, 39537, 40685, 26571, 12592, 16152, 2856, 23846, 47001, 30970, 33349]",yWxC9kVh5XR86sgOzRQyPw/HUqUFgdLDCJYo2yYfves=,8784.0,"[27044, 30020, 30047, 27054, 29245, 28020, 3241, 12990, 30050, 29716, 12985, 12990, 29805, 28182, 29989, 29991, 29903, 31127, 31030, 29994, 29439, 29983, 31027, 4679, 29659, 19337, 19321, 29989, 29991, 29365, 28121, 29900, 48824, 3969, 28182, 28183, 3969, 23898, 29685, 29685, 31126, 29994, 29996, 29983, 31030, 28474, 28505, 29412, 31126, 28480]"
"['2017-12-08 18', '2017-12-08 20', '2017-12-10 13', '2017-12-10 14', '2017-12-10 16', '2017-12-10 18', '2017-12-11 08', '2017-12-11 08', '2017-12-11 18', '2017-12-12 08', '2017-12-12 08', '2017-12-12 18', '2017-12-13 08', '2017-12-13 18', '2017-12-14 08', '2017-12-15 08', '2017-12-16 14', '2017-12-16 15', '2017-12-16 15', '2017-12-16 16', '2017-12-16 16', '2017-12-16 16', '2017-12-16 18', '2017-12-18 18', '2017-12-18 18', '2017-12-19 08', '2017-12-19 18', '2017-12-20 11', '2017-12-21 13', '2017-12-21 18', '2017-12-21 22', '2017-12-22 14', '2017-12-26 08', '2017-12-26 18', '2017-12-27 18', '2017-12-27 18', '2017-12-27 19', '2017-12-28 08', '2017-12-28 20', '2017-12-29 08', '2017-12-29 15', '2017-12-29 21', '2017-12-29 21', '2017-12-31 10', '2017-12-31 11', '2017-12-31 11', '2017-12-31 12', '2017-12-31 13', '2017-12-31 13', '2017-12-31 17']","[27788, 34590, 36981, 27683, 10543, 44214, 13310, 36998, 19908, 48098, 47398, 29208, 5817, 302, 41419, 7144, 47132, 16421, 51020, 47061, 51899, 49721, 27938, 1602, 18769, 49646, 35026, 27443, 36779, 42657]",UsYny2IXAZP1GkpuLFWP9o7o66plRLFUAdk3VJWt4Jo=,34941.0,"[24356, 28715, 33881, 46694, 20582, 24363, 4585, 24215, 27431, 11846, 34570, 13693, 34570, 11848, 24222, 24217, 672, 18018, 51800, 38302, 18018, 38309, 3805, 24357, 11848, 24206, 27431, 7951, 34570, 36844, 28588, 6047, 34569, 11848, 24137, 24358, 11848, 11846, 1124, 24364, 42169, 11846, 11848, 29176, 48937, 34707, 52399, 52399, 35143, 33701]"
"['2017-12-12 19', '2017-12-12 19', '2017-12-14 20', '2017-12-14 23', '2017-12-21 15', '2017-12-21 16', '2017-12-22 07', '2017-12-22 08', '2017-12-22 21', '2017-12-22 23', '2017-12-22 23', '2017-12-22 23', '2017-12-23 17', '2017-12-23 20', '2017-12-24 12', '2017-12-24 13', '2017-12-24 18', '2017-12-24 19', '2017-12-25 12', '2017-12-25 12', '2017-12-25 12', '2017-12-25 12', '2017-12-25 21', '2017-12-25 22', '2017-12-25 22', '2017-12-26 18', '2017-12-28 09', '2017-12-28 17', '2017-12-28 18', '2017-12-28 21', '2017-12-29 18', '2017-12-29 18', '2017-12-29 20', '2017-12-30 12', '2017-12-30 14', '2017-12-31 12', '2017-12-31 18', '2017-12-31 19', '2017-12-31 20', '2018-01-01 18', '2018-01-02 08', '2018-01-02 18', '2018-01-02 18', '2018-01-02 19', '2018-01-02 19', '2018-01-02 19', '2018-01-02 20', '2018-01-02 22', '2018-01-02 22', '2018-01-03 18']","[29460, 53332, 34892, 20844, 30897, 12876, 7162, 15385, 20574, 30978, 43355, 30793, 15389, 18355, 31965, 35246, 48933, 27790, 50844, 33015, 39364, 30745, 25566, 45752, 8385, 44409, 35156, 18856, 42853, 9040]",iKVKYEa7zQMjVe+brUBE7u+h7E+ecHo1NmEEg5PzSiY=,28177.0,"[18798, 18801, 29220, 29198, 31844, 29017, 28485, 34314, 6424, 28485, 29198, 29067, 29073, 27912, 2651, 10012, 13048, 656, 29074, 29220, 656, 28613, 6508, 29198, 28588, 1297, 31037, 31158, 19181, 29072, 31156, 31123, 50358, 41888, 20817, 12657, 13715, 12983, 23210, 25687, 31037, 31039.0, 31158, 49008, 48960, 31092, 34998, 29198, 27954, 31028]"
"['2017-12-15 08', '2017-12-15 12', '2017-12-15 13', '2017-12-16 11', '2017-12-16 12', '2017-12-16 13', '2017-12-16 15', '2017-12-16 16', '2017-12-19 17', '2017-12-20 22', '2017-12-20 22', '2017-12-20 22', '2017-12-21 11', '2017-12-21 11', '2017-12-21 11', '2017-12-21 12', '2017-12-21 18', '2017-12-21 19', '2017-12-21 19', '2017-12-21 19', '2017-12-21 22', '2017-12-21 22', '2017-12-21 22', '2017-12-22 18', '2017-12-22 18', '2017-12-26 18', '2017-12-26 18', '2017-12-27 10', '2017-12-27 19', '2017-12-27 19', '2017-12-27 20', '2017-12-27 20', '2017-12-27 20', '2017-12-27 20', '2017-12-28 11', '2017-12-28 20', '2017-12-28 20', '2017-12-28 20', '2017-12-28 20', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 18', '2017-12-30 15', '2017-12-31 02', '2017-12-31 22']","[7312, 44614, 48959, 42443, 28630, 7957, 22619, 37722, 34018, 11427, 30004, 25577, 31169, 48250, 33943, 25897, 22450, 52732, 40163, 27548, 47198, 32636, 1938, 33416, 9404, 34252, 5408, 34351, 12001, 6687]",wopb4MdQH4hPNdtpVwfcU6s+HACEJAmg7peeLOU2C84=,27044.0,"[26374, 37772, 7703, 29945, 29771, 28681, 34742, 35110, 42465, 28469, 28619, 1492, 42466, 42471, 42465, 48144, 51104, 35549, 5280, 33136, 27831, 27050, 28025, 9662, 31000, 29463, 29945, 51102, 5290, 24631, 28619, 31026, 31000, 28469, 51102, 28620, 31028, 51086, 31000, 28619, 31000, 28469, 28620, 8784.0, 28499, 7093, 27076, 27076, 47662, 26880]"
"['2017-12-09 16', '2017-12-09 16', '2017-12-09 17', '2017-12-09 20', '2017-12-09 20', '2017-12-11 10', '2017-12-11 12', '2017-12-11 13', '2017-12-11 14', '2017-12-11 16', '2017-12-13 13', '2017-12-13 14', '2017-12-13 15', '2017-12-14 13', '2017-12-14 13', '2017-12-14 13', '2017-12-14 14', '2017-12-14 14', '2017-12-14 14', '2017-12-14 14', '2017-12-14 14', '2017-12-14 15', '2017-12-15 18', '2017-12-15 18', '2017-12-15 18', '2017-12-15 18', '2017-12-15 18', '2017-12-15 18', '2017-12-15 19', '2017-12-15 20', '2017-12-19 10', '2017-12-19 11', '2017-12-19 12', '2017-12-19 15', '2017-12-21 11', '2017-12-21 14', '2017-12-21 15', '2017-12-22 15', '2017-12-22 16', '2017-12-27 05', '2017-12-27 10', '2017-12-27 11', '2017-12-27 12', '2017-12-27 13', '2017-12-28 12', '2017-12-28 13', '2017-12-28 14', '2017-12-29 09', '2017-12-29 10', '2017-12-29 11']","[34624, 13517, 31452, 40455, 20913, 35071, 32951, 30683, 4273, 47362, 22504, 24315, 41155, 48587, 52357, 28075, 18487, 19149, 46107, 21120, 18364, 17481, 43403, 44047, 35089, 24048, 27843, 43129, 51464, 21673]",zjNn6R9vGM+8WBoi0LqQj+gRyS7pRsNuIX3UosZnpEs=,43462.0,"[34808, 35102, 34916, 18211, 18213, 4526, 4526, 4526, 4526, 4526, 4526, 4526, 11885, 18376, 18379, 18418, 18213, 18214, 18213, 18452, 18212, 18211, 46424, 46426, 46932, 10950, 11059, 46932, 46932, 1011, 4526, 4526, 4526, 4526, 4526, 4526, 4526, 18720, 18427, 4526, 4526, 4526, 4526, 4526, 4526, 4526, 4526, 4526, 4526, 4526]"
"['2017-12-13 12', '2017-12-14 08', '2017-12-14 12', '2017-12-14 21', '2017-12-14 22', '2017-12-15 12', '2017-12-15 20', '2017-12-16 14', '2017-12-16 14', '2017-12-16 15', '2017-12-18 14', '2017-12-18 21', '2017-12-19 08', '2017-12-19 12', '2017-12-19 20', '2017-12-20 12', '2017-12-20 19', '2017-12-20 19', '2017-12-20 20', '2017-12-21 12', '2017-12-21 20', '2017-12-21 22', '2017-12-22 12', '2017-12-22 19', '2017-12-22 19', '2017-12-22 19', '2017-12-22 19', '2017-12-23 14', '2017-12-23 14', '2017-12-23 15', '2017-12-24 22', '2017-12-25 19', '2017-12-26 19', '2017-12-26 20', '2017-12-27 12', '2017-12-27 19', '2017-12-27 20', '2017-12-28 11', '2017-12-28 19', '2017-12-28 23', '2017-12-29 12', '2017-12-29 19', '2017-12-30 14', '2017-12-30 15', '2017-12-30 15', '2017-12-30 19', '2018-01-01 14', '2018-01-02 12', '2018-01-02 12', '2018-01-02 20']","[10534, 29393, 29655, 14678, 41501, 11008, 8752, 4553, 16334, 30706, 5526, 15139, 47376, 52774, 22980, 28124, 50806, 9833, 1656, 8061, 50443, 19880, 2449, 14637, 42597, 28032, 51597, 44511, 44409, 8420]",MFC2ofWTdDheYLIlgTTG0cgWQwR2VHqtjnH+I4XT3DY=,13422.0,"[31911, 27584, 35033, 15592, 21532, 16164, 21532, 18257, 18258, 21532, 10197, 21532, 28144, 16164, 21532, 16164, 18257, 18258, 21532, 16164, 51108, 21532, 16164, 18259, 18257, 18258, 21532, 18259, 18258, 21532, 21532, 21532, 51108, 21532, 16164, 51108, 21532, 16164, 11333, 21532, 31911, 21532, 18257, 21532, 18257, 21532, 21532, 51108, 16164, 21532]"
"['2017-12-23 20', '2017-12-23 20', '2017-12-23 21', '2017-12-23 21', '2017-12-23 21', '2017-12-23 21', '2017-12-23 21', '2017-12-24 11', '2017-12-24 11', '2017-12-24 12', '2017-12-24 12', '2017-12-24 12', '2017-12-24 12', '2017-12-24 12', '2017-12-24 13', '2017-12-24 13', '2017-12-24 13', '2017-12-24 13', '2017-12-24 14', '2017-12-24 15', '2017-12-24 15', '2017-12-24 16', '2017-12-24 16', '2017-12-24 16', '2017-12-24 16', '2017-12-24 16', '2017-12-24 16', '2017-12-24 16', '2017-12-24 18', '2017-12-24 18', '2017-12-24 19', '2017-12-24 19', '2017-12-24 20', '2017-12-24 20', '2017-12-24 20', '2017-12-24 20', '2017-12-24 20', '2017-12-24 20', '2017-12-24 21', '2017-12-25 11', '2017-12-25 11', '2017-12-25 16', '2017-12-25 17', '2017-12-25 17', '2017-12-25 17', '2017-12-25 17', '2017-12-25 18', '2017-12-25 18', '2017-12-25 19', '2017-12-25 19']","[51639, 48981, 31084, 32811, 45225, 18983, 23160, 32005, 29572, 52423, 18568, 30083, 5242, 42025, 19395, 2549, 47272, 36782, 31141, 40635, 8985, 24302, 48183, 51713, 46079, 14978, 8546, 32841, 27162, 28019]",1eRYrzH9yS8wamPuarABrsj+akROjIdVNMLLzu2CbWw=,7338.0,"[39433, 47141, 8774, 28034, 11892, 11893, 28183, 11896, 31038, 31092, 31003, 8298, 8297, 10042, 31085, 8297, 1484, 31086, 35051, 30945, 31057, 30955, 30957, 29777, 30044, 29474, 29828, 29748, 29428, 32162, 29428, 30031, 29928, 29805, 30048, 30030, 29534, 30031, 11892, 11897, 11869, 11869, 37046, 37024, 37044, 37040, 27055, 27106, 28018, 28028]"
"['2017-12-17 11', '2017-12-18 12', '2017-12-18 18', '2017-12-18 18', '2017-12-18 21', '2017-12-18 21', '2017-12-19 07', '2017-12-20 07', '2017-12-20 18', '2017-12-20 18', '2017-12-21 07', '2017-12-21 07', '2017-12-21 13', '2017-12-21 15', '2017-12-21 18', '2017-12-21 18', '2017-12-21 18', '2017-12-22 07', '2017-12-22 08', '2017-12-22 13', '2017-12-22 19', '2017-12-24 18', '2017-12-25 12', '2017-12-25 12', '2017-12-25 13', '2017-12-25 13', '2017-12-25 14', '2017-12-26 07', '2017-12-26 07', '2017-12-26 07', '2017-12-26 21', '2017-12-26 21', '2017-12-27 06', '2017-12-27 18', '2017-12-27 19', '2017-12-28 07', '2017-12-28 12', '2017-12-28 21', '2017-12-28 21', '2017-12-29 10', '2017-12-29 11', '2017-12-29 11', '2017-12-29 11', '2017-12-29 11', '2017-12-29 12', '2017-12-29 12', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 18']","[11892, 6926, 12960, 42070, 19406, 13037, 29660, 38354, 12479, 34264, 36165, 43629, 19226, 23567, 28626, 39765, 46777, 41627, 11852.0, 35797, 53072, 48617, 41724, 22442, 28896, 33226, 15208, 12130, 5086, 8457]",oLJbepsDgcEuvjk7H+n+8RT0rtTaQUq1SraoPZuM2RI=,31143.0,"[18428, 34941, 34964, 35036, 31055, 31088, 28153, 31154, 31137, 27956, 28153, 31057, 27955, 22961, 31137, 27956, 31139, 31003, 28153, 48996, 31149, 18220, 18410, 18220, 18410, 18730, 38093, 28153, 31085, 31056, 31049, 31089, 31110, 31000, 31125, 28153, 34998, 31139, 27956, 31110, 29948, 12800, 29564, 12799, 17408, 22609, 18220, 18216, 18215, 18220]"
"['2017-12-14 09', '2017-12-14 09', '2017-12-14 09', '2017-12-14 14', '2017-12-14 14', '2017-12-14 14', '2017-12-14 14', '2017-12-14 15', '2017-12-14 15', '2017-12-14 15', '2017-12-14 15', '2017-12-14 15', '2017-12-14 15', '2017-12-14 15', '2017-12-14 15', '2017-12-14 15', '2017-12-14 15', '2017-12-14 15', '2017-12-14 17', '2017-12-14 17', '2017-12-14 17', '2017-12-14 17', '2017-12-19 07', '2017-12-19 22', '2017-12-20 08', '2017-12-20 09', '2017-12-20 18', '2017-12-20 22', '2017-12-20 22', '2017-12-21 13', '2017-12-21 14', '2017-12-26 08', '2017-12-26 16', '2017-12-26 16', '2017-12-26 16', '2017-12-27 07', '2017-12-27 13', '2017-12-27 13', '2017-12-27 18', '2017-12-28 08', '2017-12-28 09', '2017-12-28 12', '2017-12-28 22', '2017-12-30 16', '2017-12-30 17', '2018-01-01 09', '2018-01-01 14', '2018-01-01 14', '2018-01-01 14', '2018-01-02 20']","[18718, 7149, 27896, 48685, 30900, 19574, 6601, 42491, 36633, 38684, 50407, 31230, 29070, 14445, 53039.0, 46731, 11877, 8733, 25271, 30450, 17604, 9754, 28206, 15253, 41569, 17912, 974, 34315, 51581.0, 21346]",z0ZA+EMuU3wphQ+PgM7gYsqSSxZqzYNgS/+X/5icNoM=,12799.0,"[11351, 11355, 11363, 18814, 18808, 18803, 18813, 19321, 18307, 19327, 18307, 18814, 18333, 18311, 18793, 18803, 18307, 18311, 12794, 12814, 12823, 12804, 12793, 3040, 4241, 11351, 13735, 12804, 31017, 9933, 9933, 29891, 37177, 37069, 37027, 29631, 29423, 43633, 30276, 29590, 11366, 29985, 12804, 26947, 43359, 4241, 12806, 31124, 31123, 29942]"
"['2017-12-08 13', '2017-12-08 13', '2017-12-08 14', '2017-12-08 14', '2017-12-08 14', '2017-12-08 14', '2017-12-08 15', '2017-12-08 16', '2017-12-08 16', '2017-12-08 18', '2017-12-08 19', '2017-12-08 19', '2017-12-08 19', '2017-12-08 21', '2017-12-08 21', '2017-12-08 22', '2017-12-08 22', '2017-12-09 19', '2017-12-09 19', '2017-12-09 19', '2017-12-09 19', '2017-12-09 20', '2017-12-10 07', '2017-12-10 07', '2017-12-10 08', '2017-12-20 15', '2017-12-20 16', '2017-12-20 17', '2017-12-20 17', '2017-12-20 18', '2017-12-20 20', '2017-12-26 19', '2017-12-26 19', '2017-12-26 19', '2017-12-26 19', '2017-12-26 19', '2017-12-26 20', '2017-12-26 21', '2017-12-26 21', '2017-12-26 21', '2017-12-26 21', '2017-12-26 21', '2017-12-26 21', '2017-12-27 10', '2017-12-27 10', '2017-12-27 11', '2017-12-27 11', '2017-12-27 11', '2017-12-27 11', '2017-12-27 11']","[3960, 27350, 10862, 34372, 1771, 33253, 30010, 15021, 43085, 10280, 2306, 40750, 49327, 27101, 29059, 21128, 46977, 46162, 9223, 53030, 34593, 25011, 34249, 34480, 14074, 37367, 19882, 48337, 48883, 53571]",ocYyz0ESeWC2Aj6InIXkbuout8EOhE3PoQ6riNz935I=,3092.0,"[31017, 31040, 31093, 34715.0, 31063, 31087, 34860, 35104, 35062.0, 34729, 34692, 34802, 34704, 12809, 31034, 30999, 30997, 29066, 29076, 29125, 29197, 32869, 29204, 29067, 12818, 38301, 35789, 49717, 34321, 20161, 20161, 12812, 12795, 27031, 27025, 12822, 7333, 12660, 12824, 12818, 7333, 29073, 12795, 30999, 12800, 30584, 30596, 30591, 30650, 8784.0]"
"['2017-12-20 13', '2017-12-20 13', '2017-12-21 13', '2017-12-22 14', '2017-12-22 15', '2017-12-22 15', '2017-12-22 16', '2017-12-22 16', '2017-12-22 16', '2017-12-23 13', '2017-12-23 14', '2017-12-23 21', '2017-12-23 22', '2017-12-24 13', '2017-12-26 12', '2017-12-26 15', '2017-12-27 12', '2017-12-27 14', '2017-12-27 14', '2017-12-27 19', '2017-12-27 19', '2017-12-27 20', '2017-12-27 20', '2017-12-27 20', '2017-12-28 15', '2017-12-28 15', '2017-12-28 17', '2017-12-29 15', '2017-12-30 20', '2017-12-30 20', '2017-12-30 21', '2017-12-30 21', '2017-12-30 21', '2017-12-30 23', '2017-12-30 23', '2017-12-30 23', '2017-12-30 23', '2017-12-30 23', '2018-01-01 20', '2018-01-01 20', '2018-01-01 20', '2018-01-01 20', '2018-01-01 20', '2018-01-01 21', '2018-01-01 21', '2018-01-01 22', '2018-01-02 14', '2018-01-03 10', '2018-01-03 11', '2018-01-03 18']","[19320, 44755, 3575, 5594, 8652, 7056, 9648, 21418, 35040, 30085, 36301, 43455, 22366, 29929, 24424, 824, 15105, 25024, 23472, 4096, 27224, 2955, 8093, 32710, 31838, 17165, 15543, 27051, 15365, 24204]",LG0PiUNHH6vUXLYTVYL8A5UdZs4oPUgBJd1MkBTH7Xc=,49719.0,"[48751, 48751, 41499, 48472, 48472, 22293, 10429, 10429, 10429, 716, 716, 2464, 2464, 2464, 16142, 1517, 48587, 48588, 48587, 52609, 52624, 52649, 52648, 52609, 52603, 52605, 45476, 20662, 34889, 34888, 35034, 34732, 34888, 35143, 34854, 32832, 20847, 11838, 38291, 14561, 49379, 25000, 38283, 6647, 39845, 2464, 716, 48587, 48587, 49720]"
